Song Title,Streams,Highest Charting Position,Number of Times Charted,Artist,Artist Followers,Genre,Release Date,Popularity,Danceability,Energy,Loudness,Speechiness,Acousticness,Liveness,Tempo,Valence
Free Woman,"9,266,945",58,1,Lady Gaga,18585963,"['dance pop', 'pop', 'post-teen pop']",29-05-2020,63,0.731,0.927,-3.634,0.078,0.023,0.187,119.006,0.478
Marsh,"9,260,007",73,1,Eminem,46814751,"['detroit hip hop', 'hip hop', 'rap']",17-01-2020,62,0.871,0.493,-6.356,0.205,0.013,0.385,144.989,0.050
Meu Pedaço de Pecado,"9,206,366",57,5,João Gomes,409173,['pop'],01-06-2021,83,0.668,0.887,-4.404,0.056,0.369,0.257,151.920,0.907
Like It's Christmas,"9,167,304",92,2,Jonas Brothers,5436999,"['boy band', 'dance pop', 'pop', 'post-teen pop']",08-11-2019,47,0.725,0.571,-6.007,0.102,0.018,0.052,146.035,0.610
Stepdad,"9,159,901",74,1,Eminem,46814751,"['detroit hip hop', 'hip hop', 'rap']",17-01-2020,61,0.779,0.805,-3.121,0.178,0.018,0.321,145.680,0.557
SWEET / I THOUGHT YOU WANTED TO DANCE (feat. Brent Faiyaz & Fana Hues),"9,142,721",69,1,"Tyler, The Creator",6777818,"['hip hop', 'rap']",25-06-2021,79,0.468,0.652,-4.912,0.072,0.333,0.550,140.223,0.390
Until I Bleed Out,"9,132,077",68,1,The Weeknd,35340069,"['canadian contemporary r&b', 'canadian pop', 'pop']",20-03-2020,63,0.245,0.394,-9.887,0.037,0.423,0.093,115.233,0.148
Rich Nigga Shit (feat. Young Thug),"9,129,562",65,1,"21 Savage, Metro Boomin",9949044,"['atl hip hop', 'hip hop', 'rap', 'trap']",02-10-2020,73,0.825,0.733,-5.625,0.097,0.349,0.112,97.974,0.620
Habitual,"9,120,086",64,1,Justin Bieber,48544923,"['canadian pop', 'pop', 'post-teen pop']",14-02-2020,62,0.764,0.443,-6.625,0.044,0.520,0.075,138.999,0.630
2/Catorce,"9,086,979",31,12,"Rauw Alejandro, Mr. Naisgai",6080597,"['puerto rican pop', 'trap latino']",14-02-2021,87,0.540,0.455,-5.988,0.224,0.675,0.120,83.876,0.432
Beautiful Mistakes (feat. Megan Thee Stallion),"9,048,966",34,21,Maroon 5,32262679,"['pop', 'pop rock']",11-06-2021,88,0.713,0.676,-5.483,0.027,0.038,0.154,99.048,0.721
Bean (Kobe) [feat. Chief Keef],"9,039,518",61,1,Lil Uzi Vert,11821805,"['melodic rap', 'philly rap', 'rap', 'trap']",13-03-2020,67,0.733,0.567,-6.718,0.319,0.013,0.382,75.491,0.319
Run,"9,017,356",31,15,OneRepublic,12169108,"['dance pop', 'piano rock', 'pop', 'pop rock']",05-05-2021,88,0.682,0.720,-8.173,0.038,0.326,0.148,117.003,0.673
Aim For The Moon (feat. Quavo),"9,011,502",58,1,Pop Smoke,6852509,['brooklyn drill'],03-07-2020,67,0.713,0.605,-7.487,0.107,0.497,0.115,142.025,0.432
All Around Me,"9,010,535",65,1,Justin Bieber,48544923,"['canadian pop', 'pop', 'post-teen pop']",14-02-2020,63,0.566,0.438,-7.564,0.037,0.809,0.212,117.127,0.692
Thot Shit,"8,977,336",46,7,Megan Thee Stallion,4787261,"['houston rap', 'pop', 'pop rap', 'trap queen']",11-06-2021,88,0.950,0.693,-3.424,0.090,0.013,0.173,130.020,0.891
Your Love (9PM),"8,935,418",26,26,"ATB, Topic, A7S",291777,"['german dance', 'german techno', 'german trance', 'trance']",15-01-2021,88,0.669,0.784,-5.603,0.112,0.194,0.115,125.993,0.517
Somebody,"8,912,458",74,1,Justin Bieber,48544923,"['canadian pop', 'pop', 'post-teen pop']",01-01-2010,67,0.714,0.833,-5.239,0.026,0.002,0.298,129.964,0.663
Daechwita,"8,908,179",55,1,Agust D,5564366,['k-rap'],22-05-2020,77,0.650,0.827,-4.014,0.060,0.023,0.121,144.995,0.223
Another Day,"8,901,697",97,1,Kid Cudi,5002317,"['hip hop', 'ohio hip hop', 'pop rap', 'rap']",11-12-2020,63,0.646,0.758,-7.750,0.071,0.556,0.335,172.995,0.064
Trampoline,"8,896,030",59,1,"SHAED, ZAYN",139434,"['electropop', 'pop']",26-09-2019,73,0.619,0.459,-5.782,0.033,0.560,0.137,126.803,0.498
SIR BAUDELAIRE (feat. DJ Drama),"8,884,283",73,1,"Tyler, The Creator",6777818,"['hip hop', 'rap']",25-06-2021,75,0.467,0.635,-6.115,0.154,0.314,0.844,127.596,0.510
brutal,"8,881,356",9,10,Olivia Rodrigo,6266514,['pop'],21-05-2021,89,0.672,0.526,-6.446,0.060,0.031,0.280,123.999,0.280
Tell The Vision (feat. Kanye West & Pusha T),"8,859,168",66,1,Pop Smoke,6837946,['brooklyn drill'],31-07-2021,57,0.662,0.686,-8.302,0.332,0.251,0.349,143.971,0.678
Save Your Tears,"8,843,110",2,34,The Weeknd,35305637,"['canadian contemporary r&b', 'canadian pop', 'pop']",23-04-2021,94,0.650,0.825,-4.645,0.033,0.022,0.094,118.091,0.593
Heartbreak Anniversary,"8,832,945",8,24,Giveon,1398563,"['pop', 'r&b']",27-03-2020,87,0.449,0.465,-8.964,0.079,0.524,0.303,89.087,0.543
Friends,"8,822,365",74,1,BTS,37151476,"['k-pop', 'k-pop boy group']",21-02-2020,72,0.550,0.747,-5.211,0.041,0.067,0.054,79.980,0.648
Don't Start Now,"8,821,971",2,83,Dua Lipa,1250353,"['dance pop', 'edm']",13-08-2021,0,0.793,0.793,-4.521,0.083,0.012,0.095,123.950,0.679
Christmas Without You,"8,813,922",102,1,Ava Max,3916979,"['dance pop', 'pop']",15-10-2020,45,0.654,0.596,-4.680,0.046,0.424,0.110,118.078,0.382
You Make It Feel Like Christmas (feat. Blake Shelton),"8,696,354",104,1,Gwen Stefani,4805333,"['dance pop', 'hip pop', 'pop', 'post-teen pop', 'urban contemporary']",06-10-2017,44,0.635,0.870,-4.291,0.040,0.016,0.118,93.000,0.912
"Yah Yah (feat. Royce Da 5'9"", Black Thought, Q-Tip & Denaun)","8,695,060",83,1,Eminem,46814751,"['detroit hip hop', 'hip hop', 'rap']",17-01-2020,60,0.458,0.966,-2.107,0.384,0.140,0.110,183.586,0.356
Many Men,"8,675,173",68,1,"21 Savage, Metro Boomin",9949044,"['atl hip hop', 'hip hop', 'rap', 'trap']",02-10-2020,65,0.635,0.793,-4.333,0.032,0.001,0.113,77.594,0.281
X Gon' Give It To Ya,"8,638,360",68,1,DMX,2815928,"['east coast hip hop', 'gangster rap', 'hardcore hip hop', 'hip hop', 'pop rap', 'rap']",12-06-2007,73,0.761,0.899,-3.090,0.183,0.014,0.072,95.027,0.673
Gnat,"8,614,955",107,1,Eminem,46814751,"['detroit hip hop', 'hip hop', 'rap']",18-12-2020,70,0.835,0.869,-4.582,0.270,0.248,0.462,140.945,0.820
Dinero,"8,564,775",33,7,Trinidad Cardona,116817,"['r&b', 'german hip hop']",02-02-2018,87,0.708,0.782,-4.687,0.067,0.008,0.107,119.997,0.484
Sweater Weather,"8,564,017",35,48,The Neighbourhood,6662605,"['modern alternative rock', 'modern rock', 'pop']",19-04-2013,87,0.612,0.807,-2.810,0.034,0.050,0.101,124.053,0.398
We are Bulletproof : the Eternal,"8,516,710",75,1,BTS,37151476,"['k-pop', 'k-pop boy group']",21-02-2020,72,0.526,0.575,-5.215,0.031,0.225,0.108,84.047,0.190
Sobrio,"8,514,480",69,3,Maluma,26769304,"['latin', 'reggaeton', 'reggaeton colombiano']",08-07-2021,87,0.762,0.770,-2.758,0.223,0.138,0.150,177.998,0.631
Someone You Loved,"8,490,162",12,83,Lewis Capaldi,8384096,"['pop', 'uk pop']",17-05-2019,86,0.501,0.405,-5.679,0.032,0.751,0.105,109.891,0.446
Anxiety - Intro,"8,449,557",78,1,Juice WRLD,19102888,"['chicago rap', 'melodic rap']",10-07-2020,60,0.307,0.528,-11.337,0.108,0.972,0.222,174.795,0.580
44 BullDog,"8,443,771",63,1,Pop Smoke,6852509,['brooklyn drill'],03-07-2020,66,0.800,0.564,-5.817,0.400,0.029,0.112,139.989,0.318
Fly To My Room,"8,413,330",16,2,BTS,37151476,"['k-pop', 'k-pop boy group']",20-11-2020,76,0.764,0.526,-7.355,0.212,0.048,0.072,114.910,0.588
Skit,"8,392,247",78,1,BTS,37151476,"['k-pop', 'k-pop boy group']",20-11-2020,60,0.703,0.321,-13.135,0.884,0.864,0.908,114.822,0.544
Yessirskiii,"8,374,259",68,1,"Lil Uzi Vert, 21 Savage",11821805,"['melodic rap', 'philly rap', 'rap', 'trap']",13-03-2020,70,0.895,0.739,-6.633,0.283,0.018,0.102,140.007,0.763
Get Me (feat. Kehlani),"8,362,828",72,1,Justin Bieber,48544923,"['canadian pop', 'pop', 'post-teen pop']",14-02-2020,61,0.832,0.508,-6.913,0.149,0.049,0.107,109.352,0.750
Landed,"8,355,036",67,1,Drake,56327031,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap', 'toronto rap']",01-05-2020,60,0.881,0.636,-4.629,0.287,0.006,0.111,163.949,0.715
Never Love Again,"8,335,790",90,1,Eminem,46814751,"['detroit hip hop', 'hip hop', 'rap']",17-01-2020,62,0.747,0.899,-5.125,0.246,0.100,0.486,92.029,0.581
Woods,"8,329,349",91,1,Mac Miller,6189454,"['hip hop', 'pittsburgh rap', 'rap']",17-01-2020,64,0.779,0.362,-10.847,0.047,0.135,0.111,85.011,0.460
Inner Child,"8,312,399",79,1,BTS,37151476,"['k-pop', 'k-pop boy group']",21-02-2020,71,0.589,0.696,-7.981,0.073,0.017,0.081,134.953,0.332
When To Say When,"8,304,928",68,1,Drake,56327031,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap', 'toronto rap']",01-05-2020,60,0.410,0.820,-6.808,0.533,0.252,0.538,170.718,0.526
Lion King On Ice,"8,293,983",82,1,J. Cole,14103694,"['conscious hip hop', 'hip hop', 'north carolina hip hop', 'rap']",22-07-2020,64,0.732,0.663,-7.616,0.192,0.082,0.115,139.964,0.227
Deep Pockets,"8,285,754",70,1,Drake,56327031,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap', 'toronto rap']",01-05-2020,58,0.473,0.824,-3.680,0.163,0.482,0.605,77.888,0.374
Farewell,"8,277,608",94,1,Eminem,46814751,"['detroit hip hop', 'hip hop', 'rap']",17-01-2020,61,0.890,0.664,-6.625,0.106,0.005,0.257,93.007,0.467
Over The Top (feat. Drake),"8,269,753",71,1,Smiley,26131,"['canadian hip hop', 'toronto rap']",23-07-2021,83,0.833,0.498,-5.196,0.117,0.049,0.119,139.928,0.259
Slidin,"8,243,488",77,1,"21 Savage, Metro Boomin",9949044,"['atl hip hop', 'hip hop', 'rap', 'trap']",02-10-2020,64,0.774,0.706,-6.494,0.355,0.002,0.104,152.891,0.382
Chrome Heart Tags,"8,219,307",93,1,Lil Uzi Vert,11821805,"['melodic rap', 'philly rap', 'rap', 'trap']",06-03-2020,57,0.702,0.768,-4.055,0.067,0.541,0.105,70.056,0.574
MASSA,"8,218,423",82,1,"Tyler, The Creator",6777818,"['hip hop', 'rap']",25-06-2021,74,0.685,0.855,-6.724,0.438,0.329,0.301,157.181,0.460
Santa Claus Is Coming to Town,"8,177,832",117,1,Michael Bublé,4702232,"['adult standards', 'canadian pop', 'jazz pop', 'lounge']",09-11-2012,44,0.594,0.389,-7.109,0.052,0.785,0.031,122.331,0.396
Everybody,"8,172,098",98,1,Mac Miller,6189454,"['hip hop', 'pittsburgh rap', 'rap']",17-01-2020,62,0.875,0.599,-9.077,0.138,0.033,0.113,152.061,0.112
Baby It's Cold Outside (duet with Michael Bublé),"8,160,534",119,1,Idina Menzel,353571,"['hollywood', 'show tunes']",10-10-2014,47,0.553,0.476,-8.869,0.065,0.647,0.281,113.401,0.558
Cool,"8,136,247",70,1,Dua Lipa,27167675,"['dance pop', 'pop', 'uk pop']",11-02-2021,65,0.469,0.785,-4.015,0.066,0.133,0.093,89.719,0.790
2055,"8,133,401",72,2,Sleepy Hallow,408696,"['brooklyn drill', 'nyc rap']",02-06-2021,85,0.829,0.512,-5.865,0.187,0.492,0.120,80.511,0.638
‘tis the damn season,"8,115,520",22,2,Taylor Swift,42227614,"['pop', 'post-teen pop']",11-12-2020,66,0.575,0.434,-8.193,0.031,0.735,0.105,145.916,0.348
Second Emotion (feat. Travis Scott),"8,109,572",79,1,Justin Bieber,48544923,"['canadian pop', 'pop', 'post-teen pop']",14-02-2020,61,0.796,0.777,-6.112,0.057,0.028,0.095,141.970,0.960
EL MAKINON,"8,102,107",33,18,"KAROL G, Mariah Angeliq",17775316,"['latin', 'reggaeton', 'reggaeton colombiano']",26-03-2021,87,0.635,0.706,-3.224,0.125,0.256,0.108,88.863,0.443
Loco,"8,093,413",74,8,"Justin Quiles, Chimbala, Zion & Lennox",2895789,"['latin', 'reggaeton', 'trap latino']",13-05-2021,87,0.770,0.899,-2.981,0.049,0.222,0.089,128.050,0.851
Future Nostalgia,"8,091,754",71,1,Dua Lipa,27167675,"['dance pop', 'pop', 'uk pop']",11-02-2021,65,0.875,0.813,-4.502,0.058,0.006,0.321,114.993,0.859
I Saw Mommy Kissing Santa Claus,"8,064,361",123,1,The Jackson 5,1151360,"['motown', 'soul']",15-10-1970,44,0.583,0.712,-8.222,0.054,0.263,0.817,128.897,0.614
Alfred - Interlude,"8,030,151",100,1,Eminem,46814751,"['detroit hip hop', 'hip hop', 'rap']",17-01-2020,57,0.429,0.231,-20.430,0.402,0.878,0.279,74.545,0.914
Love Tonight - Edit,"8,006,336",75,4,Shouse,27116,['aussietronica'],14-12-2017,87,0.727,0.681,-7.114,0.027,0.002,0.086,123.028,0.448
ZITTI E BUONI,"7,975,148",12,11,Måneskin,3377762,"['indie rock italiano', 'italian pop']",19-03-2021,86,0.625,0.939,-3.115,0.067,0.001,0.424,102.999,0.644
durag activity (with Travis Scott),"7,939,784",72,1,Baby Keem,279741,"['hip hop', 'rap', 'trap', 'underground hip hop']",30-04-2021,75,0.890,0.701,-5.712,0.342,0.003,0.090,80.462,0.505
Teach Me How To Love,"7,932,101",104,1,Shawn Mendes,33893352,"['canadian pop', 'dance pop', 'pop', 'post-teen pop', 'viral pop']",04-12-2020,68,0.592,0.885,-4.944,0.081,0.051,0.084,98.991,0.731
RUNITUP (feat. Teezo Touchdown),"7,917,707",85,1,"Tyler, The Creator",6777818,"['hip hop', 'rap']",25-06-2021,75,0.665,0.469,-7.778,0.130,0.565,0.219,115.852,0.142
Little Engine,"7,913,461",102,1,Eminem,46814751,"['detroit hip hop', 'hip hop', 'rap']",17-01-2020,60,0.769,0.811,-4.162,0.228,0.023,0.045,155.081,0.760
telepatía,"7,912,399",2,23,Kali Uchis,1999954,"['colombian pop', 'pop']",04-12-2020,88,0.653,0.524,-9.016,0.050,0.112,0.203,83.970,0.553
Fun Tonight,"7,907,329",74,1,Lady Gaga,18585963,"['dance pop', 'pop', 'post-teen pop']",29-05-2020,58,0.645,0.923,-4.262,0.073,0.364,0.140,117.945,0.323
gold rush,"7,901,968",19,2,Taylor Swift,42227614,"['pop', 'post-teen pop']",11-12-2020,70,0.512,0.462,-10.491,0.041,0.830,0.121,112.050,0.353
i n t e r l u d e,"7,880,155",15,3,J. Cole,14097410,"['conscious hip hop', 'hip hop', 'north carolina hip hop', 'rap']",14-05-2021,76,0.770,0.574,-5.525,0.106,0.062,0.104,98.962,0.104
Fifteen (Taylor’s Version),"7,852,063",80,1,Taylor Swift,42227614,"['pop', 'post-teen pop']",09-04-2021,66,0.559,0.646,-4.610,0.027,0.116,0.320,95.466,0.289
Moon,"7,850,129",84,1,BTS,37151476,"['k-pop', 'k-pop boy group']",21-02-2020,72,0.703,0.646,-6.658,0.060,0.010,0.191,141.870,0.640
Bust Me,"7,828,045",102,1,Lil Uzi Vert,11821805,"['melodic rap', 'philly rap', 'rap', 'trap']",06-03-2020,57,0.734,0.703,-6.256,0.355,0.237,0.413,151.923,0.608
War,"7,821,869",73,1,Drake,56327031,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap', 'toronto rap']",01-05-2020,64,0.749,0.792,-4.151,0.083,0.292,0.109,144.064,0.239
Outta Time (feat. Drake),"7,762,934",84,1,Bryson Tiller,5019909,"['kentucky hip hop', 'pop', 'pop rap', 'r&b', 'rap', 'trap']",02-10-2020,68,0.714,0.582,-7.272,0.081,0.013,0.077,92.819,0.338
Ski,"7,753,784",72,1,"Young Stoner Life, Young Thug, Gunna",61930,"['rap', 'trap']",16-04-2021,78,0.953,0.621,-7.638,0.221,0.017,0.040,123.016,0.883
The Way I Loved You (Taylor’s Version),"7,736,262",84,1,Taylor Swift,42227614,"['pop', 'post-teen pop']",09-04-2021,72,0.402,0.732,-4.665,0.048,0.003,0.108,161.032,0.472
Botella Tras Botella,"7,735,223",9,14,"Gera MX, Christian Nodal",2043294,"['mexican hip hop', 'rap conciencia']",23-04-2021,87,0.727,0.546,-4.572,0.044,0.656,0.122,106.891,0.690
Sine From Above (with Elton John),"7,734,309",75,1,Lady Gaga,18585963,"['dance pop', 'pop', 'post-teen pop']",29-05-2020,60,0.642,0.792,-5.746,0.049,0.158,0.680,122.965,0.090
Fiel,"7,717,211",7,24,"Los Legendarios, Wisin, Jhay Cortez",31488,"['reggaeton', 'trap latino']",04-02-2021,88,0.849,0.701,-4.407,0.060,0.407,0.112,98.005,0.505
You All Over Me (feat. Maren Morris) (Taylor’s Version) (From The Vault),"7,712,896",51,3,Taylor Swift,42227614,"['pop', 'post-teen pop']",26-03-2021,65,0.589,0.496,-7.606,0.038,0.818,0.101,142.731,0.440
Telepathy,"7,703,744",24,2,BTS,37151476,"['k-pop', 'k-pop boy group']",20-11-2020,77,0.787,0.669,-4.333,0.043,0.008,0.123,104.994,0.570
Enigma,"7,695,566",77,1,Lady Gaga,18585963,"['dance pop', 'pop', 'post-teen pop']",29-05-2020,59,0.669,0.804,-4.035,0.036,0.031,0.694,116.001,0.184
Dance Monkey,"7,687,058",1,83,Tones And I,2819593,"['australian pop', 'pop']",17-10-2019,83,0.824,0.588,-6.400,0.092,0.692,0.149,98.027,0.513
GATTI,"7,685,470",72,1,"JACKBOYS, Pop Smoke, Travis Scott",437907,"['rap', 'trap']",27-12-2019,77,0.594,0.676,-5.808,0.344,0.135,0.163,143.477,0.472
"Solo Dolo, Pt. III","7,655,623",126,1,Kid Cudi,5002317,"['hip hop', 'ohio hip hop', 'pop rap', 'rap']",11-12-2020,61,0.589,0.727,-6.907,0.087,0.239,0.164,152.058,0.520
WITHOUT YOU,"7,642,130",7,34,The Kid LAROI,2230022,['australian hip hop'],06-11-2020,87,0.662,0.413,-7.357,0.030,0.213,0.134,93.005,0.467
Wants and Needs (feat. Lil Baby),"7,637,626",6,21,Drake,56308172,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap', 'toronto rap']",05-03-2021,87,0.578,0.449,-6.349,0.286,0.062,0.119,136.006,0.100
Darkness,"7,618,955",26,2,Eminem,46814751,"['detroit hip hop', 'hip hop', 'rap']",17-01-2020,65,0.671,0.623,-7.161,0.308,0.010,0.643,75.055,0.195
Straightenin,"7,615,531",84,3,Migos,11690201,"['atl hip hop', 'pop rap', 'rap', 'trap']",14-05-2021,77,0.847,0.629,-5.810,0.102,0.032,0.152,135.976,0.109
Rosa,"7,564,893",87,1,J Balvin,29067437,"['latin', 'reggaeton', 'reggaeton colombiano']",19-03-2020,64,0.651,0.561,-5.715,0.250,0.250,0.435,175.992,0.369
The Christmas Song (Shawn Mendes & Camila Cabello),"7,536,851",140,1,Shawn Mendes,33893352,"['canadian pop', 'dance pop', 'pop', 'post-teen pop', 'viral pop']",07-12-2020,42,0.341,0.181,-12.073,0.037,0.888,0.137,83.608,0.212
Vulnerable,"7,531,094",87,1,Selena Gomez,28931149,"['dance pop', 'pop', 'post-teen pop']",10-01-2020,55,0.695,0.573,-8.882,0.167,0.132,0.156,100.031,0.380
Dive,"7,524,738",129,1,Kid Cudi,5002317,"['hip hop', 'ohio hip hop', 'pop rap', 'rap']",11-12-2020,60,0.640,0.621,-8.269,0.068,0.670,0.360,123.105,0.332
Bezos I,"7,516,291",83,2,Bo Burnham,1042079,['comic'],10-06-2021,84,0.694,0.948,-5.307,0.036,0.009,0.139,115.044,0.705
Diamonds Dancing (feat. Travis Scott),"7,515,766",75,1,"Young Stoner Life, Young Thug, Gunna",61930,"['rap', 'trap']",16-04-2021,69,0.851,0.703,-7.351,0.303,0.009,0.090,74.017,0.596
Gris,"7,514,854",88,1,J Balvin,29067437,"['latin', 'reggaeton', 'reggaeton colombiano']",19-03-2020,65,0.849,0.709,-4.717,0.079,0.229,0.329,93.060,0.916
GANG GANG (with Lil Wayne),"7,506,580",71,4,Polo G,4840346,['chicago rap'],21-05-2021,78,0.752,0.563,-8.066,0.209,0.146,0.103,145.050,0.551
Running Over (feat. Lil Dicky),"7,493,188",85,1,Justin Bieber,48544923,"['canadian pop', 'pop', 'post-teen pop']",14-02-2020,58,0.774,0.603,-7.319,0.059,0.438,0.087,149.982,0.977
Replay,"7,479,618",79,1,Lady Gaga,18585963,"['dance pop', 'pop', 'post-teen pop']",29-05-2020,63,0.658,0.878,-3.875,0.123,0.008,0.944,122.015,0.683
Available,"7,473,249",86,1,Justin Bieber,48544923,"['canadian pop', 'pop', 'post-teen pop']",14-02-2020,58,0.702,0.608,-6.843,0.036,0.074,0.129,75.012,0.597
Gimme Love,"7,471,309",58,4,Joji,4759367,"['alternative r&b', 'viral pop']",16-04-2020,69,0.482,0.631,-6.917,0.099,0.696,0.209,126.576,0.074
Love Again,"7,465,445",76,3,Dua Lipa,1250353,['pop'],13-08-2021,0,0.659,0.667,-4.668,0.034,0.002,0.100,115.982,0.468
Only Wanna Be With You - Pokémon 25 Version,"7,464,020",74,1,Post Malone,33663701,"['dfw rap', 'melodic rap', 'rap']",25-02-2021,72,0.470,0.709,-4.563,0.030,0.001,0.302,98.036,0.247
Goosebumps - Remix,"7,452,633",32,28,"Travis Scott, HVME",17719446,"['rap', 'slap house']",15-01-2021,87,0.841,0.593,-7.846,0.038,0.418,0.124,124.917,0.808
Plastic Doll,"7,451,452",80,1,Lady Gaga,18585963,"['dance pop', 'pop', 'post-teen pop']",29-05-2020,58,0.743,0.853,-4.842,0.040,0.002,0.087,121.028,0.422
Butter (Instrumental),"7,450,126",95,1,BTS,37106176,"['k-pop', 'k-pop boy group']",04-06-2021,70,0.429,0.387,-7.486,0.075,0.000,0.142,109.893,0.410
Head & Heart (feat. MNEK),"7,434,252",11,55,Joel Corry,207547,"['dance pop', 'edm', 'pop', 'pop dance', 'tropical house', 'uk dance']",03-07-2020,87,0.734,0.874,-3.158,0.066,0.168,0.049,122.953,0.905
Live Off My Closet (feat. Future),"7,410,327",106,1,Lil Baby,7816213,"['atl hip hop', 'atl trap', 'rap', 'trap']",28-02-2020,59,0.807,0.678,-3.244,0.177,0.035,0.099,147.004,0.210
Dance Again,"7,394,604",90,1,Selena Gomez,28931149,"['dance pop', 'pop', 'post-teen pop']",10-01-2020,56,0.784,0.552,-7.261,0.087,0.045,0.192,111.984,0.465
Hey Stephen (Taylor’s Version),"7,385,864",93,1,Taylor Swift,42227614,"['pop', 'post-teen pop']",09-04-2021,66,0.788,0.571,-6.135,0.030,0.106,0.093,115.990,0.797
BED,"7,383,369",42,20,"Joel Corry, RAYE, David Guetta",207547,"['dance pop', 'edm', 'pop', 'pop dance', 'tropical house', 'uk dance']",26-02-2021,87,0.671,0.782,-4.593,0.034,0.014,0.333,123.989,0.618
Iko Iko (My Bestie),"7,381,585",78,8,"Justin Wellington, Small Jam",18228,"['melanesian pop', 'pacific islands pop', 'png pop']",03-06-2019,87,0.862,0.753,-5.356,0.063,0.131,0.077,105.039,0.827
Woo Baby (feat. Chris Brown),"7,371,935",87,1,Pop Smoke,6837946,['brooklyn drill'],31-07-2021,56,0.563,0.672,-7.226,0.077,0.359,0.097,99.772,0.284
Better Believe,"7,365,053",89,1,"Belly, The Weeknd, Young Thug",203972,"['canadian hip hop', 'canadian trap', 'pop rap', 'rap', 'southern hip hop', 'trap', 'trap soul', 'underground hip hop']",22-07-2021,80,0.797,0.573,-7.850,0.319,0.159,0.144,124.995,0.445
Arcade,"7,353,795",23,25,Duncan Laurence,287361,['dutch pop'],07-03-2019,84,0.450,0.329,-12.603,0.044,0.818,0.135,71.884,0.266
ROCKSTAR (feat. Roddy Ricch) - BLM REMIX,"7,353,153",76,1,DaBaby,7601122,"['north carolina hip hop', 'rap']",12-06-2020,62,0.747,0.689,-7.246,0.242,0.197,0.088,89.901,0.750
One More Sleep,"7,350,024",147,1,Leona Lewis,2877234,"['british soul', 'dance pop', 'europop', 'pop', 'post-teen pop', 'talent show']",02-12-2013,42,0.638,0.813,-3.849,0.036,0.464,0.344,112.986,0.754
"I DID IT (feat. Post Malone, Megan Thee Stallion, Lil Baby & DaBaby)","7,347,891",47,2,DJ Khaled,6278835,"['hip hop', 'miami hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",30-04-2021,76,0.757,0.721,-2.906,0.069,0.002,0.647,124.036,0.364
512,"7,336,542",55,13,"Mora, Jhay Cortez",151486,"['reggaeton', 'trap latino']",05-02-2021,87,0.818,0.673,-7.542,0.148,0.348,0.172,87.961,0.695
Hats Off (feat. Travis Scott),"7,324,233",97,1,"Lil Baby, Lil Durk",7805880,"['atl hip hop', 'atl trap', 'rap', 'trap']",04-06-2021,81,0.596,0.650,-5.167,0.337,0.138,0.140,133.997,0.188
Creature (feat. Swae Lee),"7,308,690",88,1,Pop Smoke,6852509,['brooklyn drill'],03-07-2020,66,0.794,0.717,-5.730,0.251,0.051,0.195,141.881,0.372
Naughty List (with Dixie),"7,299,201",150,1,Liam Payne,8037861,"['dance pop', 'pop', 'post-teen pop']",30-10-2020,51,0.619,0.771,-2.204,0.060,0.032,0.114,81.966,0.704
